,Stance
34660,unrelated
34661,unrelated
34662,unrelated
34663,unrelated
34664,unrelated
34665,unrelated
34666,unrelated
34667,unrelated
34668,unrelated
34669,unrelated
34670,unrelated
34671,unrelated
34672,unrelated
34673,unrelated
34674,unrelated
34675,unrelated
34676,unrelated
34677,unrelated
34678,unrelated
34679,unrelated
34680,unrelated
34681,unrelated
34682,unrelated
34683,unrelated
34684,agree
34685,unrelated
34686,unrelated
34687,agree
34688,unrelated
34689,unrelated
34690,unrelated
34691,discuss
34692,discuss
34693,discuss
34694,discuss
34695,discuss
34696,discuss
34697,discuss
34698,discuss
34699,discuss
34700,discuss
34701,discuss
34702,discuss
34703,discuss
34704,discuss
34705,discuss
34706,agree
34707,discuss
34708,discuss
34709,discuss
34710,agree
34711,agree
34712,agree
34713,agree
34714,discuss
34715,agree
34716,agree
34717,agree
34718,discuss
34719,discuss
34720,agree
34721,discuss
34722,discuss
34723,discuss
34724,discuss
34725,unrelated
34726,discuss
34727,discuss
34728,discuss
34729,discuss
34730,discuss
34731,discuss
34732,unrelated
34733,discuss
34734,discuss
34735,unrelated
34736,unrelated
34737,discuss
34738,discuss
34739,discuss
34740,unrelated
34741,discuss
34742,discuss
34743,unrelated
34744,discuss
34745,discuss
34746,unrelated
34747,unrelated
34748,discuss
34749,unrelated
34750,unrelated
34751,unrelated
34752,discuss
34753,discuss
34754,unrelated
34755,unrelated
34756,discuss
34757,unrelated
34758,unrelated
34759,unrelated
34760,unrelated
34761,discuss
34762,discuss
34763,unrelated
34764,unrelated
34765,unrelated
34766,unrelated
34767,unrelated
34768,unrelated
34769,unrelated
34770,unrelated
34771,unrelated
34772,discuss
34773,discuss
34774,unrelated
34775,unrelated
34776,unrelated
34777,unrelated
34778,unrelated
34779,unrelated
34780,unrelated
34781,discuss
34782,discuss
34783,discuss
34784,unrelated
34785,unrelated
34786,unrelated
34787,unrelated
34788,unrelated
34789,unrelated
34790,unrelated
34791,unrelated
34792,unrelated
34793,unrelated
34794,unrelated
34795,unrelated
34796,unrelated
34797,unrelated
34798,unrelated
34799,unrelated
34800,unrelated
34801,unrelated
34802,unrelated
34803,unrelated
34804,discuss
34805,unrelated
34806,unrelated
34807,unrelated
34808,unrelated
34809,unrelated
34810,unrelated
34811,discuss
34812,unrelated
34813,unrelated
34814,discuss
34815,discuss
34816,unrelated
34817,unrelated
34818,discuss
34819,unrelated
34820,unrelated
34821,unrelated
34822,unrelated
34823,unrelated
34824,unrelated
34825,unrelated
34826,unrelated
34827,unrelated
34828,discuss
34829,unrelated
34830,unrelated
34831,unrelated
34832,unrelated
34833,unrelated
34834,unrelated
34835,unrelated
34836,unrelated
34837,unrelated
34838,unrelated
34839,unrelated
34840,unrelated
34841,unrelated
34842,unrelated
34843,unrelated
34844,discuss
34845,unrelated
34846,unrelated
34847,unrelated
34848,unrelated
34849,unrelated
34850,unrelated
34851,unrelated
34852,unrelated
34853,unrelated
34854,unrelated
34855,discuss
34856,unrelated
34857,unrelated
34858,unrelated
34859,unrelated
34860,unrelated
34861,unrelated
34862,unrelated
34863,unrelated
34864,unrelated
34865,discuss
34866,unrelated
34867,unrelated
34868,unrelated
34869,unrelated
34870,unrelated
34871,discuss
34872,unrelated
34873,discuss
34874,unrelated
34875,unrelated
34876,unrelated
34877,unrelated
34878,unrelated
34879,unrelated
34880,discuss
34881,discuss
34882,discuss
34883,discuss
34884,discuss
34885,discuss
34886,discuss
34887,discuss
34888,unrelated
34889,discuss
34890,discuss
34891,discuss
34892,discuss
34893,discuss
34894,discuss
34895,discuss
34896,unrelated
34897,discuss
34898,discuss
34899,discuss
34900,unrelated
34901,unrelated
34902,discuss
34903,discuss
34904,discuss
34905,discuss
34906,discuss
34907,unrelated
34908,discuss
34909,discuss
34910,unrelated
34911,discuss
34912,discuss
34913,discuss
34914,discuss
34915,discuss
34916,discuss
34917,discuss
34918,unrelated
34919,unrelated
34920,discuss
34921,discuss
34922,unrelated
34923,discuss
34924,discuss
34925,unrelated
34926,agree
34927,unrelated
34928,unrelated
34929,unrelated
34930,agree
34931,agree
34932,unrelated
34933,unrelated
34934,unrelated
34935,unrelated
34936,unrelated
34937,unrelated
34938,unrelated
34939,unrelated
34940,agree
34941,unrelated
34942,unrelated
34943,unrelated
34944,unrelated
34945,unrelated
34946,agree
34947,unrelated
34948,unrelated
34949,unrelated
34950,unrelated
34951,unrelated
34952,unrelated
34953,unrelated
34954,unrelated
34955,unrelated
34956,unrelated
34957,unrelated
34958,unrelated
34959,unrelated
34960,unrelated
34961,unrelated
34962,unrelated
34963,unrelated
34964,agree
34965,unrelated
34966,unrelated
34967,unrelated
34968,unrelated
34969,unrelated
34970,unrelated
34971,unrelated
34972,unrelated
34973,agree
34974,unrelated
34975,unrelated
34976,unrelated
34977,unrelated
34978,unrelated
34979,unrelated
34980,agree
34981,unrelated
34982,unrelated
34983,unrelated
34984,unrelated
34985,unrelated
34986,unrelated
34987,unrelated
34988,unrelated
34989,unrelated
34990,discuss
34991,unrelated
34992,unrelated
34993,unrelated
34994,unrelated
34995,discuss
34996,unrelated
34997,unrelated
34998,discuss
34999,discuss
35000,unrelated
35001,unrelated
35002,unrelated
35003,unrelated
35004,unrelated
35005,unrelated
35006,unrelated
35007,unrelated
35008,unrelated
35009,discuss
35010,unrelated
35011,unrelated
35012,unrelated
35013,unrelated
35014,unrelated
35015,unrelated
35016,unrelated
35017,unrelated
35018,unrelated
35019,unrelated
35020,discuss
35021,unrelated
35022,discuss
35023,unrelated
35024,discuss
35025,unrelated
35026,unrelated
35027,unrelated
35028,unrelated
35029,discuss
35030,unrelated
35031,unrelated
35032,discuss
35033,unrelated
35034,unrelated
35035,unrelated
35036,unrelated
35037,discuss
35038,discuss
35039,unrelated
35040,unrelated
35041,unrelated
35042,unrelated
35043,unrelated
35044,unrelated
35045,discuss
35046,unrelated
35047,unrelated
35048,unrelated
35049,unrelated
35050,discuss
35051,unrelated
35052,discuss
35053,unrelated
35054,unrelated
35055,discuss
35056,discuss
35057,discuss
35058,unrelated
35059,unrelated
35060,unrelated
35061,unrelated
35062,unrelated
35063,discuss
35064,unrelated
35065,discuss
35066,unrelated
35067,unrelated
35068,unrelated
35069,unrelated
35070,unrelated
35071,discuss
35072,unrelated
35073,discuss
35074,unrelated
35075,unrelated
35076,discuss
35077,unrelated
35078,unrelated
35079,unrelated
35080,discuss
35081,unrelated
35082,unrelated
35083,unrelated
35084,discuss
35085,unrelated
35086,agree
35087,unrelated
35088,unrelated
35089,unrelated
35090,unrelated
35091,agree
35092,agree
35093,unrelated
35094,unrelated
35095,unrelated
35096,agree
35097,unrelated
35098,unrelated
35099,unrelated
35100,unrelated
35101,unrelated
35102,unrelated
35103,unrelated
35104,agree
35105,unrelated
35106,unrelated
35107,unrelated
35108,unrelated
35109,unrelated
35110,unrelated
35111,unrelated
35112,unrelated
35113,unrelated
35114,unrelated
35115,unrelated
35116,agree
35117,unrelated
35118,agree
35119,unrelated
35120,unrelated
35121,unrelated
35122,unrelated
35123,agree
35124,unrelated
35125,unrelated
35126,unrelated
35127,unrelated
35128,unrelated
35129,unrelated
35130,agree
35131,agree
35132,unrelated
35133,unrelated
35134,unrelated
35135,unrelated
35136,agree
35137,unrelated
35138,unrelated
35139,agree
35140,agree
35141,unrelated
35142,unrelated
35143,discuss
35144,discuss
35145,discuss
35146,discuss
35147,unrelated
35148,unrelated
35149,discuss
35150,discuss
35151,discuss
35152,discuss
35153,discuss
35154,discuss
35155,discuss
35156,discuss
35157,discuss
35158,discuss
35159,discuss
35160,discuss
35161,discuss
35162,discuss
35163,discuss
35164,discuss
35165,discuss
35166,discuss
35167,unrelated
35168,unrelated
35169,discuss
35170,discuss
35171,disagree
35172,unrelated
35173,unrelated
35174,unrelated
35175,unrelated
35176,unrelated
35177,unrelated
35178,unrelated
35179,unrelated
35180,unrelated
35181,unrelated
35182,unrelated
35183,unrelated
35184,unrelated
35185,unrelated
35186,unrelated
35187,unrelated
35188,agree
35189,unrelated
35190,unrelated
35191,unrelated
35192,unrelated
35193,unrelated
35194,unrelated
35195,unrelated
35196,unrelated
35197,unrelated
35198,unrelated
35199,unrelated
35200,unrelated
35201,unrelated
35202,unrelated
35203,unrelated
35204,disagree
35205,unrelated
35206,unrelated
35207,unrelated
35208,unrelated
35209,unrelated
35210,unrelated
35211,unrelated
35212,unrelated
35213,unrelated
35214,unrelated
35215,unrelated
35216,unrelated
35217,unrelated
35218,agree
35219,unrelated
35220,unrelated
35221,unrelated
35222,agree
35223,unrelated
35224,unrelated
35225,unrelated
35226,unrelated
35227,unrelated
35228,unrelated
35229,unrelated
35230,unrelated
35231,unrelated
35232,unrelated
35233,unrelated
35234,unrelated
35235,unrelated
35236,unrelated
35237,agree
35238,unrelated
35239,unrelated
35240,unrelated
35241,unrelated
35242,unrelated
35243,unrelated
35244,unrelated
35245,unrelated
35246,unrelated
35247,unrelated
35248,unrelated
35249,agree
35250,unrelated
35251,unrelated
35252,unrelated
35253,unrelated
35254,unrelated
35255,unrelated
35256,unrelated
35257,unrelated
35258,unrelated
35259,unrelated
35260,unrelated
35261,unrelated
35262,unrelated
35263,agree
35264,unrelated
35265,unrelated
35266,unrelated
35267,unrelated
35268,unrelated
35269,unrelated
35270,unrelated
35271,unrelated
35272,unrelated
35273,unrelated
35274,unrelated
35275,unrelated
35276,unrelated
35277,unrelated
35278,unrelated
35279,unrelated
35280,unrelated
35281,unrelated
35282,unrelated
35283,unrelated
35284,unrelated
35285,unrelated
35286,unrelated
35287,unrelated
35288,unrelated
35289,unrelated
35290,unrelated
35291,unrelated
35292,unrelated
35293,unrelated
35294,unrelated
35295,unrelated
35296,unrelated
35297,unrelated
35298,agree
35299,unrelated
35300,unrelated
35301,unrelated
35302,unrelated
35303,unrelated
35304,unrelated
35305,unrelated
35306,unrelated
35307,unrelated
35308,unrelated
35309,unrelated
35310,unrelated
35311,unrelated
35312,agree
35313,unrelated
35314,unrelated
35315,unrelated
35316,unrelated
35317,unrelated
35318,unrelated
35319,unrelated
35320,unrelated
35321,unrelated
35322,unrelated
35323,unrelated
35324,agree
35325,agree
35326,unrelated
35327,unrelated
35328,unrelated
35329,unrelated
35330,unrelated
35331,agree
35332,unrelated
35333,unrelated
35334,unrelated
35335,unrelated
35336,unrelated
35337,unrelated
35338,unrelated
35339,unrelated
35340,unrelated
35341,unrelated
35342,unrelated
35343,unrelated
35344,unrelated
35345,agree
35346,discuss
35347,discuss
35348,discuss
35349,unrelated
35350,unrelated
35351,unrelated
35352,discuss
35353,unrelated
35354,discuss
35355,unrelated
35356,discuss
35357,unrelated
35358,discuss
35359,discuss
35360,unrelated
35361,unrelated
35362,discuss
35363,discuss
35364,discuss
35365,discuss
35366,discuss
35367,discuss
35368,discuss
35369,discuss
35370,discuss
35371,discuss
35372,discuss
35373,discuss
35374,discuss
35375,discuss
35376,discuss
35377,discuss
35378,discuss
35379,discuss
35380,discuss
35381,discuss
35382,discuss
35383,discuss
35384,discuss
35385,unrelated
35386,unrelated
35387,discuss
35388,discuss
35389,unrelated
35390,unrelated
35391,unrelated
35392,unrelated
35393,unrelated
35394,unrelated
35395,disagree
35396,unrelated
35397,agree
35398,agree
35399,unrelated
35400,unrelated
35401,unrelated
35402,agree
35403,unrelated
35404,unrelated
35405,unrelated
35406,discuss
35407,unrelated
35408,unrelated
35409,unrelated
35410,unrelated
35411,discuss
35412,discuss
35413,disagree
35414,unrelated
35415,unrelated
35416,unrelated
35417,disagree
35418,unrelated
35419,unrelated
35420,unrelated
35421,discuss
35422,disagree
35423,unrelated
35424,unrelated
35425,agree
35426,unrelated
35427,disagree
35428,unrelated
35429,unrelated
35430,unrelated
35431,agree
35432,agree
35433,unrelated
35434,discuss
35435,unrelated
35436,unrelated
35437,agree
35438,unrelated
35439,agree
35440,unrelated
35441,unrelated
35442,unrelated
35443,unrelated
35444,agree
35445,unrelated
35446,unrelated
35447,agree
35448,unrelated
35449,discuss
35450,unrelated
35451,unrelated
35452,disagree
35453,unrelated
35454,unrelated
35455,unrelated
35456,unrelated
35457,agree
35458,agree
35459,discuss
35460,unrelated
35461,discuss
35462,discuss
35463,unrelated
35464,discuss
35465,discuss
35466,unrelated
35467,discuss
35468,unrelated
35469,unrelated
35470,discuss
35471,unrelated
35472,unrelated
35473,discuss
35474,discuss
35475,unrelated
35476,discuss
35477,unrelated
35478,discuss
35479,unrelated
35480,discuss
35481,unrelated
35482,unrelated
35483,unrelated
35484,discuss
35485,discuss
35486,discuss
35487,unrelated
35488,discuss
35489,discuss
35490,unrelated
35491,unrelated
35492,unrelated
35493,unrelated
35494,discuss
35495,discuss
35496,discuss
35497,discuss
35498,unrelated
35499,discuss
35500,unrelated
35501,unrelated
35502,unrelated
35503,discuss
35504,discuss
35505,discuss
35506,discuss
35507,discuss
35508,unrelated
35509,unrelated
35510,discuss
35511,discuss
35512,unrelated
35513,unrelated
35514,unrelated
35515,unrelated
35516,unrelated
35517,discuss
35518,unrelated
35519,unrelated
35520,unrelated
35521,unrelated
35522,unrelated
35523,unrelated
35524,discuss
35525,unrelated
35526,unrelated
35527,unrelated
35528,unrelated
35529,unrelated
35530,unrelated
35531,unrelated
35532,discuss
35533,unrelated
35534,unrelated
35535,unrelated
35536,unrelated
35537,unrelated
35538,unrelated
35539,unrelated
35540,unrelated
35541,unrelated
35542,unrelated
35543,unrelated
35544,unrelated
35545,unrelated
35546,unrelated
35547,unrelated
35548,unrelated
35549,unrelated
35550,unrelated
35551,unrelated
35552,discuss
35553,discuss
35554,discuss
35555,discuss
35556,discuss
35557,discuss
35558,discuss
35559,discuss
35560,discuss
35561,discuss
35562,discuss
35563,discuss
35564,discuss
35565,discuss
35566,discuss
35567,unrelated
35568,unrelated
35569,unrelated
35570,unrelated
35571,unrelated
35572,unrelated
35573,unrelated
35574,unrelated
35575,unrelated
35576,unrelated
35577,unrelated
35578,unrelated
35579,unrelated
35580,unrelated
35581,unrelated
35582,unrelated
35583,unrelated
35584,unrelated
35585,unrelated
35586,unrelated
35587,discuss
35588,unrelated
35589,unrelated
35590,unrelated
35591,unrelated
35592,unrelated
35593,unrelated
35594,unrelated
35595,unrelated
35596,unrelated
35597,unrelated
35598,unrelated
35599,unrelated
35600,unrelated
35601,unrelated
35602,unrelated
35603,unrelated
35604,discuss
35605,unrelated
35606,unrelated
35607,unrelated
35608,unrelated
35609,unrelated
35610,unrelated
35611,unrelated
35612,unrelated
35613,unrelated
35614,unrelated
35615,unrelated
35616,unrelated
35617,unrelated
35618,unrelated
35619,unrelated
35620,unrelated
35621,discuss
35622,unrelated
35623,unrelated
35624,unrelated
35625,unrelated
35626,unrelated
35627,unrelated
35628,unrelated
35629,unrelated
35630,discuss
35631,unrelated
35632,discuss
35633,unrelated
35634,unrelated
35635,unrelated
35636,unrelated
35637,unrelated
35638,unrelated
35639,unrelated
35640,unrelated
35641,unrelated
35642,unrelated
35643,unrelated
35644,unrelated
35645,unrelated
35646,unrelated
35647,unrelated
35648,unrelated
35649,unrelated
35650,unrelated
35651,unrelated
35652,unrelated
35653,unrelated
35654,unrelated
35655,unrelated
35656,discuss
35657,unrelated
35658,unrelated
35659,unrelated
35660,unrelated
35661,unrelated
35662,unrelated
35663,unrelated
35664,unrelated
35665,unrelated
35666,unrelated
35667,unrelated
35668,discuss
35669,discuss
35670,unrelated
35671,unrelated
35672,unrelated
35673,unrelated
35674,unrelated
35675,unrelated
35676,unrelated
35677,unrelated
35678,unrelated
35679,unrelated
35680,unrelated
35681,unrelated
35682,discuss
35683,unrelated
35684,unrelated
35685,unrelated
35686,unrelated
35687,unrelated
35688,unrelated
35689,unrelated
35690,unrelated
35691,discuss
35692,unrelated
35693,discuss
35694,unrelated
35695,unrelated
35696,unrelated
35697,unrelated
35698,unrelated
35699,unrelated
35700,unrelated
35701,unrelated
35702,unrelated
35703,unrelated
35704,unrelated
35705,unrelated
35706,unrelated
35707,unrelated
35708,unrelated
35709,unrelated
35710,unrelated
35711,unrelated
35712,unrelated
35713,unrelated
35714,unrelated
35715,unrelated
35716,unrelated
35717,unrelated
35718,unrelated
35719,unrelated
35720,unrelated
35721,unrelated
35722,unrelated
35723,unrelated
35724,unrelated
35725,unrelated
35726,unrelated
35727,discuss
35728,unrelated
35729,unrelated
35730,unrelated
35731,unrelated
35732,unrelated
35733,unrelated
35734,unrelated
35735,unrelated
35736,unrelated
35737,unrelated
35738,unrelated
35739,unrelated
35740,unrelated
35741,unrelated
35742,unrelated
35743,unrelated
35744,unrelated
35745,unrelated
35746,unrelated
35747,unrelated
35748,unrelated
35749,unrelated
35750,unrelated
35751,unrelated
35752,unrelated
35753,unrelated
35754,discuss
35755,discuss
35756,discuss
35757,discuss
35758,discuss
35759,discuss
35760,discuss
35761,discuss
35762,discuss
35763,discuss
35764,discuss
35765,discuss
35766,discuss
35767,disagree
35768,unrelated
35769,agree
35770,unrelated
35771,disagree
35772,unrelated
35773,disagree
35774,unrelated
35775,discuss
35776,disagree
35777,unrelated
35778,unrelated
35779,agree
35780,agree
35781,disagree
35782,unrelated
35783,discuss
35784,unrelated
35785,disagree
35786,disagree
35787,discuss
35788,disagree
35789,disagree
35790,agree
35791,unrelated
35792,unrelated
35793,disagree
35794,unrelated
35795,disagree
35796,agree
35797,unrelated
35798,unrelated
35799,disagree
35800,disagree
35801,unrelated
35802,disagree
35803,unrelated
35804,unrelated
35805,discuss
35806,disagree
35807,agree
35808,disagree
35809,agree
35810,agree
35811,disagree
35812,discuss
35813,agree
35814,agree
35815,disagree
35816,agree
35817,agree
35818,agree
35819,discuss
35820,unrelated
35821,unrelated
35822,unrelated
35823,disagree
35824,unrelated
35825,unrelated
35826,unrelated
35827,unrelated
35828,agree
35829,agree
35830,unrelated
35831,unrelated
35832,unrelated
35833,discuss
35834,unrelated
35835,agree
35836,discuss
35837,unrelated
35838,unrelated
35839,unrelated
35840,disagree
35841,unrelated
35842,discuss
35843,unrelated
35844,unrelated
35845,unrelated
35846,agree
35847,disagree
35848,unrelated
35849,disagree
35850,agree
35851,disagree
35852,agree
35853,agree
35854,unrelated
35855,disagree
35856,unrelated
35857,unrelated
35858,unrelated
35859,unrelated
35860,discuss
35861,disagree
35862,disagree
35863,unrelated
35864,unrelated
35865,discuss
35866,unrelated
35867,discuss
35868,unrelated
35869,unrelated
35870,unrelated
35871,disagree
35872,unrelated
35873,unrelated
35874,discuss
35875,unrelated
35876,disagree
35877,unrelated
35878,unrelated
35879,unrelated
35880,unrelated
35881,disagree
35882,unrelated
35883,discuss
35884,disagree
35885,unrelated
35886,disagree
35887,unrelated
35888,unrelated
35889,discuss
35890,unrelated
35891,discuss
35892,disagree
35893,discuss
35894,unrelated
35895,unrelated
35896,discuss
35897,unrelated
35898,unrelated
35899,unrelated
35900,unrelated
35901,unrelated
35902,unrelated
35903,unrelated
35904,unrelated
35905,unrelated
35906,unrelated
35907,unrelated
35908,unrelated
35909,unrelated
35910,unrelated
35911,unrelated
35912,unrelated
35913,unrelated
35914,unrelated
35915,unrelated
35916,unrelated
35917,unrelated
35918,unrelated
35919,unrelated
35920,unrelated
35921,unrelated
35922,agree
35923,disagree
35924,unrelated
35925,unrelated
35926,unrelated
35927,unrelated
35928,unrelated
35929,unrelated
35930,unrelated
35931,unrelated
35932,discuss
35933,unrelated
35934,unrelated
35935,unrelated
35936,unrelated
35937,unrelated
35938,unrelated
35939,unrelated
35940,unrelated
35941,agree
35942,unrelated
35943,unrelated
35944,unrelated
35945,unrelated
35946,unrelated
35947,unrelated
35948,unrelated
35949,unrelated
35950,disagree
35951,unrelated
35952,unrelated
35953,unrelated
35954,unrelated
35955,unrelated
35956,unrelated
35957,unrelated
35958,unrelated
35959,unrelated
35960,unrelated
35961,unrelated
35962,unrelated
35963,unrelated
35964,unrelated
35965,discuss
35966,unrelated
35967,discuss
35968,discuss
35969,unrelated
35970,unrelated
35971,unrelated
35972,unrelated
35973,discuss
35974,unrelated
35975,unrelated
35976,discuss
35977,unrelated
35978,unrelated
35979,discuss
35980,discuss
35981,discuss
35982,discuss
35983,unrelated
35984,unrelated
35985,unrelated
35986,unrelated
35987,discuss
35988,discuss
35989,discuss
35990,discuss
35991,unrelated
35992,discuss
35993,discuss
35994,unrelated
35995,discuss
35996,discuss
35997,discuss
35998,unrelated
35999,discuss
36000,unrelated
36001,discuss
36002,discuss
36003,unrelated
36004,discuss
36005,unrelated
36006,unrelated
36007,discuss
36008,unrelated
36009,unrelated
36010,discuss
36011,discuss
36012,unrelated
36013,discuss
36014,unrelated
36015,unrelated
36016,unrelated
36017,discuss
36018,unrelated
36019,unrelated
36020,unrelated
36021,unrelated
36022,unrelated
36023,unrelated
36024,unrelated
36025,unrelated
36026,unrelated
36027,unrelated
36028,unrelated
36029,unrelated
36030,unrelated
36031,unrelated
36032,unrelated
36033,unrelated
36034,unrelated
36035,unrelated
36036,discuss
36037,unrelated
36038,unrelated
36039,disagree
36040,unrelated
36041,unrelated
36042,unrelated
36043,unrelated
36044,unrelated
36045,unrelated
36046,unrelated
36047,unrelated
36048,unrelated
36049,unrelated
36050,unrelated
36051,unrelated
36052,unrelated
36053,unrelated
36054,unrelated
36055,agree
36056,unrelated
36057,unrelated
36058,unrelated
36059,unrelated
36060,unrelated
36061,unrelated
36062,unrelated
36063,unrelated
36064,unrelated
36065,unrelated
36066,unrelated
36067,unrelated
36068,unrelated
36069,unrelated
36070,unrelated
36071,unrelated
36072,unrelated
36073,unrelated
36074,unrelated
36075,unrelated
36076,unrelated
36077,unrelated
36078,unrelated
36079,unrelated
36080,unrelated
36081,unrelated
36082,unrelated
36083,agree
36084,unrelated
36085,unrelated
36086,unrelated
36087,unrelated
36088,unrelated
36089,unrelated
36090,unrelated
36091,unrelated
36092,unrelated
36093,unrelated
36094,unrelated
36095,unrelated
36096,unrelated
36097,unrelated
36098,unrelated
36099,unrelated
36100,unrelated
36101,unrelated
36102,unrelated
36103,unrelated
36104,unrelated
36105,unrelated
36106,unrelated
36107,unrelated
36108,unrelated
36109,unrelated
36110,unrelated
36111,unrelated
36112,unrelated
36113,unrelated
36114,unrelated
36115,unrelated
36116,unrelated
36117,unrelated
36118,unrelated
36119,unrelated
36120,unrelated
36121,unrelated
36122,unrelated
36123,unrelated
36124,unrelated
36125,unrelated
36126,unrelated
36127,unrelated
36128,unrelated
36129,unrelated
36130,unrelated
36131,unrelated
36132,unrelated
36133,unrelated
36134,unrelated
36135,unrelated
36136,unrelated
36137,unrelated
36138,unrelated
36139,unrelated
36140,unrelated
36141,unrelated
36142,unrelated
36143,unrelated
36144,unrelated
36145,discuss
36146,unrelated
36147,unrelated
36148,discuss
36149,unrelated
36150,unrelated
36151,unrelated
36152,discuss
36153,unrelated
36154,discuss
36155,unrelated
36156,unrelated
36157,unrelated
36158,unrelated
36159,unrelated
36160,unrelated
36161,unrelated
36162,unrelated
36163,discuss
36164,unrelated
36165,unrelated
36166,discuss
36167,unrelated
36168,discuss
36169,unrelated
36170,unrelated
36171,unrelated
36172,unrelated
36173,unrelated
36174,unrelated
36175,unrelated
36176,unrelated
36177,unrelated
36178,discuss
36179,unrelated
36180,unrelated
36181,unrelated
36182,discuss
36183,unrelated
36184,unrelated
36185,unrelated
36186,unrelated
36187,unrelated
36188,unrelated
36189,unrelated
36190,unrelated
36191,unrelated
36192,discuss
36193,discuss
36194,unrelated
36195,unrelated
36196,unrelated
36197,discuss
36198,unrelated
36199,unrelated
36200,unrelated
36201,unrelated
36202,unrelated
36203,unrelated
36204,unrelated
36205,unrelated
36206,unrelated
36207,unrelated
36208,unrelated
36209,unrelated
36210,unrelated
36211,unrelated
36212,unrelated
36213,unrelated
36214,discuss
36215,unrelated
36216,discuss
36217,discuss
36218,unrelated
36219,unrelated
36220,unrelated
36221,unrelated
36222,unrelated
36223,unrelated
36224,discuss
36225,unrelated
36226,unrelated
36227,discuss
36228,unrelated
36229,unrelated
36230,unrelated
36231,unrelated
36232,discuss
36233,unrelated
36234,discuss
36235,unrelated
36236,unrelated
36237,unrelated
36238,unrelated
36239,unrelated
36240,unrelated
36241,agree
36242,agree
36243,unrelated
36244,discuss
36245,unrelated
36246,unrelated
36247,unrelated
36248,unrelated
36249,unrelated
36250,unrelated
36251,unrelated
36252,unrelated
36253,unrelated
36254,unrelated
36255,unrelated
36256,unrelated
36257,unrelated
36258,unrelated
36259,unrelated
36260,unrelated
36261,unrelated
36262,agree
36263,unrelated
36264,agree
36265,unrelated
36266,unrelated
36267,unrelated
36268,unrelated
36269,unrelated
36270,agree
36271,unrelated
36272,agree
36273,disagree
36274,unrelated
36275,agree
36276,unrelated
36277,unrelated
36278,unrelated
36279,unrelated
36280,unrelated
36281,unrelated
36282,unrelated
36283,unrelated
36284,unrelated
36285,unrelated
36286,unrelated
36287,agree
36288,unrelated
36289,unrelated
36290,unrelated
36291,unrelated
36292,unrelated
36293,unrelated
36294,unrelated
36295,unrelated
36296,unrelated
36297,unrelated
36298,unrelated
36299,unrelated
36300,unrelated
36301,unrelated
36302,agree
36303,unrelated
36304,unrelated
36305,agree
36306,unrelated
36307,discuss
36308,unrelated
36309,unrelated
36310,unrelated
36311,unrelated
36312,unrelated
36313,unrelated
36314,unrelated
36315,agree
36316,unrelated
36317,agree
36318,unrelated
36319,unrelated
36320,unrelated
36321,unrelated
36322,unrelated
36323,agree
36324,unrelated
36325,unrelated
36326,unrelated
36327,unrelated
36328,discuss
36329,unrelated
36330,unrelated
36331,unrelated
36332,unrelated
36333,unrelated
36334,unrelated
36335,unrelated
36336,unrelated
36337,agree
36338,unrelated
36339,discuss
36340,discuss
36341,discuss
36342,discuss
36343,discuss
36344,discuss
36345,discuss
36346,discuss
36347,discuss
36348,discuss
36349,discuss
36350,discuss
36351,discuss
36352,discuss
36353,discuss
36354,discuss
36355,discuss
36356,discuss
36357,discuss
36358,unrelated
36359,unrelated
36360,unrelated
36361,discuss
36362,unrelated
36363,unrelated
36364,unrelated
36365,unrelated
36366,unrelated
36367,unrelated
36368,unrelated
36369,unrelated
36370,unrelated
36371,unrelated
36372,discuss
36373,discuss
36374,unrelated
36375,discuss
36376,unrelated
36377,discuss
36378,unrelated
36379,discuss
36380,unrelated
36381,unrelated
36382,unrelated
36383,unrelated
36384,unrelated
36385,discuss
36386,unrelated
36387,discuss
36388,unrelated
36389,discuss
36390,unrelated
36391,unrelated
36392,unrelated
36393,discuss
36394,unrelated
36395,unrelated
36396,discuss
36397,unrelated
36398,unrelated
36399,discuss
36400,unrelated
36401,unrelated
36402,unrelated
36403,unrelated
36404,unrelated
36405,unrelated
36406,unrelated
36407,unrelated
36408,discuss
36409,discuss
36410,unrelated
36411,unrelated
36412,discuss
36413,unrelated
36414,unrelated
36415,unrelated
36416,discuss
36417,discuss
36418,unrelated
36419,unrelated
36420,unrelated
36421,unrelated
36422,unrelated
36423,unrelated
36424,unrelated
36425,unrelated
36426,unrelated
36427,unrelated
36428,unrelated
36429,discuss
36430,discuss
36431,discuss
36432,unrelated
36433,discuss
36434,unrelated
36435,unrelated
36436,unrelated
36437,unrelated
36438,unrelated
36439,unrelated
36440,discuss
36441,discuss
36442,unrelated
36443,unrelated
36444,unrelated
36445,unrelated
36446,unrelated
36447,unrelated
36448,unrelated
36449,unrelated
36450,unrelated
36451,unrelated
36452,unrelated
36453,unrelated
36454,unrelated
36455,unrelated
36456,unrelated
36457,unrelated
36458,unrelated
36459,unrelated
36460,unrelated
36461,unrelated
36462,unrelated
36463,unrelated
36464,unrelated
36465,unrelated
36466,unrelated
36467,unrelated
36468,discuss
36469,discuss
36470,discuss
36471,unrelated
36472,discuss
36473,unrelated
36474,unrelated
36475,unrelated
36476,unrelated
36477,unrelated
36478,unrelated
36479,discuss
36480,discuss
36481,discuss
36482,discuss
36483,unrelated
36484,unrelated
